,tweetid,user,content,date,lang,sentiment
0,772432598027145216,71546415,"Sin ser fan de Juan Gabriel, siempre supe que era una fuerza de la naturaleza. Hoy escuché ""Querida"", y me dio una ternura enorme.",Sun Sep 04 13:54:17 +0000 2016,es,P
1,772489016352669701,53311422,Sabes que no tendrás un buen día cuando lo primero que haces en la mañana es tratar de cambiar un foco y este te cae en la cara,Sun Sep 04 17:38:28 +0000 2016,es,N
2,771317218634149888,599653674,"En situaciones en las que no sepas que hacer, sumérgete en ti y sólo así podrás escuchar lo que tú alma y tu corazón tienen que decir",Thu Sep 01 12:02:09 +0000 2016,es,N
3,771715645843079169,106919551,ayer preguntaban y dónde están las solteras!!!! todo mi grupo alza la mano y yo la única que no y todas voltean a verme AJAJAJAJAJJA,Fri Sep 02 14:25:22 +0000 2016,es,NEU
4,771744506861461504,599653674,"Que el finde sea para hacer cualquier cosa que a uno lo haga FELIZ, lo que sea pero que sea lo que a uno le de la reverenda gana",Fri Sep 02 16:20:03 +0000 2016,es,NEU
5,771519053211004929,783350538,"En el examen de geometría me estoy esforzando por un 20, bueno fuera que fuese por mi bien sólo es por que alguien esté orgulloso de mi",Fri Sep 02 01:24:11 +0000 2016,es,NEU
6,771521266599604224,599653674,"Elige amar, así duela, así parezca un imposible, así te tiemble el alma, así tengas miedo, así vayas a salir herida. El amor transforma",Fri Sep 02 01:32:58 +0000 2016,es,NEU
7,772240073597317120,3453491741,"Mi mamá compra pollo a la brasa de almuerzo y mi tío viene a visitarnos en la noche y trae otro pollo más, entiendan porque estoy bola",Sun Sep 04 01:09:15 +0000 2016,es,N
8,774619666505400322,391872193,"@Fiorela_Gue aw ! recién veo esto, sorrry ! tu pues me dices algo y luego queda en nada vamos hoy a la reu de mi prima? le dije a Mari",Sat Sep 10 14:44:54 +0000 2016,es,NONE
9,774612388435795968,714677089589452804,hoy me toco visitar a mamá en su descanso eterno le contare todo lo que vivo ella fue es y siempre sera mi MEJOR AMIGA sin igual,Sat Sep 10 14:15:59 +0000 2016,es,P
10,773691234871148544,2178283473,"@sadalienpotato ¿Opto por el rapado? En serio, estoy muy confusa. (Y admito que me lo corto por aburrimiento, como el 99% de la gente)",Thu Sep 08 01:15:39 +0000 2016,es,NEU
11,775087224857567232,714677089589452804,Lo que mas amo de mi escritorio es que hay una foto de el y mía juntos aparte de mi cuarto mis cuadro también están de el,Sun Sep 11 21:42:49 +0000 2016,es,P
12,775020687392141313,54821385,"+Saliste ayer? -No, me quedé en casa. +Qué aburrido te has vuelto! -Eso no dices cuando llega la quincena y no tienes ni para el pasaje.",Sun Sep 11 17:18:25 +0000 2016,es,NONE
13,767891418849292288,759585997,"es el tercer día de clases, ya tengo 4 tns de tarea, no he instalado ningún software y acabo de despertar de una siesta de 7 horas",Tue Aug 23 01:09:15 +0000 2016,es,NONE
14,768211012495417345,713834336,Le invito un café con leche y un pan de yema con quesito y jamonada EN LA WAFLERA al que me traiga un Nastiflú a la casita,Tue Aug 23 22:19:12 +0000 2016,es,NONE
15,767837455244488704,1943379277,"Un chico de mi universidad se me acercó y me dijo tienes unos ojos y unas pestañas bien bonitas, solo atine a decir gracias y me fui rojo",Mon Aug 22 21:34:49 +0000 2016,es,NONE
16,769215099664039936,82235556,Ojala mi princesa no se ponga triste porq no fue su abuela elvira el dia de los abuelos solo su papito chus ella queria q vayan los dos,Fri Aug 26 16:49:05 +0000 2016,es,N
17,769545027802587136,140685526,"Este ciclo en la u, inventare un horario que los sábados tenga clase de 8 am a 10:30 así llegar 11 al todos los sábados al trabajo #chan",Sat Aug 27 14:40:06 +0000 2016,es,NEU
18,767423441452437504,53311422,Me acabo de dar cuenta que ahora gasto casi la mitad de lo que gastaba antes … fácil pueda ahorrar para irme de viaje el otro año,Sun Aug 21 18:09:41 +0000 2016,es,NONE
19,768663354537828352,423910199,"No sé si los maltrataban de verdad pero me dio penita ver eso No me gusto eso, no son objetos para que los traten así. Me indigna tanto",Thu Aug 25 04:16:39 +0000 2016,es,N
20,757292299038629888,150395540,"@Rosa_Forno Tejida en técnica de crochet (Sólo tejida con las manos - ""Mi dedo es un Crochet"") Tiempo Récord de ejecución: 3 horas..!!!",Sun Jul 24 19:12:08 +0000 2016,es,NONE
21,775944402522943488,912534385,Sin sueño pero tranquilo pues ya tomé la pastilla. Esta medicina me lo indicó la Dta para cada 8 horas. La siguuente será a las 8:30 am,Wed Sep 14 06:28:56 +0000 2016,es,NEU
22,756131693627662336,1044647474,"Tengo 4 horas de ""webin"" y ni idea de qué hacer  Aquí no puedo poner música a lo fiesta patronal como con Sarita o Max",Thu Jul 21 14:20:18 +0000 2016,es,NONE
23,759879841802022912,122459855,"@gaston_acurio 'Francamente' QUÉ?... Vamos, no a todos (ni todo el tiempo) nos tiene que parecer perfecto cada cosa que Ud. hace o dice.",Sun Jul 31 22:34:06 +0000 2016,es,NONE
24,760495329053663233,200333457,Mi Jefazo hermoso @AlejandroSanz #DejaQueTeBese en @Fansdelaradio @CarlosJRubiofm @madshila @PaolaMattos11 #FanaticaSiempre @soleyvelez,Tue Aug 02 15:19:50 +0000 2016,es,P
25,759937126179799040,633166235,"@adorkblelaura Ross gano, laura no, a&a no Laia presento un premio, hay una foto de ross y laura. las huevonas del fandom hacen bardo",Mon Aug 01 02:21:44 +0000 2016,es,NONE
